user_list	recharge_score	move_score	eat_score	total_score
0013B973C1E2C7662D904037D89A2A8B	0	9.15492957746479	0	0
004A92AA05A50D68A09C066C10EBCFF4	87.7551020408163	88.0281690140845	84	87.7551020408163
0083F6C6C31BE8B28034235F7D4BDB88	2.04081632653061	9.15492957746479	0	2.04081632653061
00BD17D5330389C4293CC1F439B60108	77.5510204081633	67.6056338028169	48	77.5510204081633
00CE010620E5BA66CDF6F1935A6125FE	0	0	0	0
0120AAE18B2B839EAF3FB460E2719073	0	20.4225352112676	2	0
01E8091B7D4F004EFB77FA332F662C20	0	19.0140845070423	0	0
020D819374ED4C74865A59520F50F684	48.9795918367347	66.1971830985916	54	48.9795918367347
0210E896FBDE2E4236BC3F6BF3E99A1F	0	14.7887323943662	0	0
0216024DEFEB4C32C539D52DD1760F27	0	1.40845070422535	0	0
025223D62D81437A4D8A568F4F86967D	55.1020408163265	55.6338028169014	40	55.1020408163265
0265A1E31AFF490F574C938A0FAD4301	0	0	0	0
02783F13C1BB8A73C8998E5FEBDF332F	14.2857142857143	20.4225352112676	0	14.2857142857143
029BE9D32C6BFCFC3E2F96255A8FA24D	0	0.704225352112676	0	0
02B239DE76A2AE071938BB632B4F812F	83.6734693877551	83.8028169014084	92	83.6734693877551
0300F9B221656ED6F0D263FE94C55A25	48.9795918367347	64.7887323943662	26	48.9795918367347
0356E8C08A9AA7A42ACDB0F7D62C66DE	0	14.0845070422535	0	0
0357C4F40154AFB0C9B83880D2464690	0	0.704225352112676	0	0
035CED91258DBA4801CFACA55232F768	6.12244897959184	23.2394366197183	8	6.12244897959184
0361C0F229FD51D33C2B7D65C71A877A	4.08163265306122	35.9154929577465	0	4.08163265306122
03779C55227D937EAE8BF71F2C7141F2	40.8163265306122	60.5633802816901	48	40.8163265306122
041DF74F5208F61355F6F14710F10704	0	12.6760563380282	0	0
04204CD52C3D847073D57B94FC827FD2	0	0.704225352112676	0	0
043A29160A6910510AF895E9EB555679	28.5714285714286	15.4929577464789	32	28.5714285714286
04A270036B1B46CDEE472C43E86834E7	0	0	0	0
053D01029CA9528214997C58F3D1BDF8	14.2857142857143	51.4084507042254	12	14.2857142857143
0547C82D91FA49D7D66F6FEF8C1D603D	0	0	0	0
0561231A32726A5EC52065C306ACC426	55.1020408163265	69.0140845070423	68	55.1020408163265
066856A0B120BF56E01F3647A2EB84FD	55.1020408163265	65.4929577464789	84	55.1020408163265
068E04D8D24F3FF84E08E299668226F8	4.08163265306122	16.9014084507042	4	4.08163265306122
069A4659A0B25320DD7987E38F4BA2D3	0	0	0	0
06C9BA705447BA75FA2B95C8F4C83A35	0	20.4225352112676	2	0
06E0FD95E193E398B67AEFF57106283C	0	0	0	0
073FFC37717BC121F48860EC0E5DBA81	20.4081632653061	45.0704225352113	16	20.4081632653061
075AF2FBCB9E6CB92545021AEE6C82AE	2.04081632653061	17.6056338028169	0	2.04081632653061
0825D26024C720140D73C017022D41CD	0	8.45070422535211	0	0
08386AAF10A5E97E4E3DF3718A35D7F4	0	0	0	0
085D4E506161DE7F31B63DDAB3D12422	0	16.9014084507042	0	0
091AF988C70726B0DCDEF5080872D90A	0	2.8169014084507	2	0
0980DA180732953FF895391D5672A1E8	2.04081632653061	15.4929577464789	0	2.04081632653061
0A2DB608AA91A0043CE233D217B159DA	0	17.6056338028169	0	0
0A4ADE82516F9D058AFD3B400D0939EC	0	0	0	0
0A553859B936062D002B98CF0387A4E9	0	4.22535211267606	2	0
0A7C9B6815E4677D691DE1224B68582D	4.08163265306122	9.85915492957746	26	4.08163265306122
0B165688F966AE2EED231B9CE345D30B	0	11.9718309859155	0	0
0B1E283547F35C5AD13CBC20D9CB4EBB	0	14.7887323943662	0	0
0B486143C86C31EE9B3387B1DFF84C51	48.9795918367347	58.4507042253521	56	48.9795918367347
0C54329068E2D9662DFB7E6EAB124E28	4.08163265306122	36.6197183098592	6	4.08163265306122
0C5E15BDCFDB641431D2060E3F7E4EB2	53.0612244897959	48.5915492957746	60	53.0612244897959
0C8AB19A6F072ED5568C62E2FCED09DE	0	3.52112676056338	0	0
0C9B7330FC4B8B9750CB1AD795FE64DC	0	0	0	0
0D8F9110A11016F772A8CF1590C96C92	71.4285714285714	85.9154929577465	68	71.4285714285714
0D99BBA330DBBE5C7B7A7F3D36426BF5	0	0	0	0
0D99E476E3049E15F58DCC164DE1168C	8.16326530612245	18.3098591549296	22	8.16326530612245
0E26C380A003B531DF617B5FA3DDB3AC	2.04081632653061	7.74647887323944	0	2.04081632653061
0E715F2634B47ECD30D8C7A78F7B64BE	0	7.04225352112676	0	0
0E9E951FE2D1DE3406034998CA65C04F	0	32.3943661971831	2	0
0F0A19ABFD8B755056061D72418AB388	0	15.4929577464789	2	0
0F101B40100210A49159974302AAA0F7	8.16326530612245	18.3098591549296	24	8.16326530612245
0F774515A2E9C5A55B803C25E19B3966	0	19.0140845070423	0	0
0F82799C576DB99A6289A9795886ACF4	0	33.8028169014084	0	0
0F8D51299AC580D48F9FFFFCC424F1D5	0	17.6056338028169	0	0
0FD90203D99CA6ED8DF5847E23114DF0	28.5714285714286	23.943661971831	0	28.5714285714286
0FF4A08F96F02049F61609208D258226	0	7.74647887323944	2	0
1011A16092BD00196738119B1363A17D	42.8571428571429	45.7746478873239	0	42.8571428571429
108278271AE76D3DA9F86DB40C849A31	0	10.5633802816901	0	0
10B2EA92CA5CF267BE67DBD36ED58615	0	8.45070422535211	0	0
10BAF825B4992C1AC6C951301EE9ED4D	0	42.2535211267606	2	0
10F012559708B25CB7A7453879E68CD6	81.6326530612245	69.0140845070423	86	81.6326530612245
10F16171BFC1053F855E328184C6B436	0	0	0	0
10F8F7741D93CA98B0FC49090A72B6D2	0	17.6056338028169	2	0
1108D0E1ECAC9DD983B0B9AAAB520D6F	0	18.3098591549296	0	0
113BB3D049939401B7BE303343DFCF4B	63.265306122449	33.0985915492958	64	63.265306122449
1177F0DA4605EB68708F560B5A5CD723	0	23.2394366197183	0	0
1235523896B058590495B5DCEBE7A7DA	4.08163265306122	14.7887323943662	0	4.08163265306122
123CCA14EE49994D7090E9E18E27CCBA	0	21.1267605633803	0	0
1285023ECF878A42CEB949E37692CF82	0	20.4225352112676	0	0
12B0A6E4FB7B9751BC6A544F468FB5F0	2.04081632653061	21.1267605633803	0	2.04081632653061
12C92956ED4E1F40BE221D39344C339E	0	18.3098591549296	0	0
12E2B967CF5E574B8C5E411E41B63400	2.04081632653061	21.1267605633803	0	2.04081632653061
1336BA7CC82D224006C6BEE3F189BB8A	0	9.15492957746479	2	0
1378B32F7D87B09611CF0A694BC4D4C0	87.7551020408163	53.5211267605634	86	87.7551020408163
13DE99278FA295A352DE84EAEBFDAA6A	75.5102040816327	77.4647887323944	74	75.5102040816327
141EE65C0C95055E023918508F4DA106	2.04081632653061	16.9014084507042	2	2.04081632653061
1424C88014642F98FB064915E8F0C493	2.04081632653061	2.11267605633803	2	2.04081632653061
14539E56859D8DCA5394A5C30E30FBB1	0	27.4647887323944	14	0
1491CCE8F6DD162B9249D308E9D56F9D	14.2857142857143	35.2112676056338	34	14.2857142857143
14F6A8A518A6DA9C84F835B28BE14F0A	83.6734693877551	81.6901408450704	92	83.6734693877551
15034E70B642AE0A2B2047BD37839DC2	0	18.3098591549296	16	0
15188415B6E36BF1C0CC35F7B8016D1B	0	20.4225352112676	0	0
156C9E77BE6668C941A74DE1997C2252	2.04081632653061	17.6056338028169	0	2.04081632653061
158E1AA96BCD980FF866467EB3F719E5	0	0	0	0
15BC8A18BBE55C8DF40ED5BC9507CD52	0	0	0	0
15E6EEDE8CDCC5D58D24F4E0F5CFFE3C	0	0	0	0
1635C352677885DCC89F5C47BA6F0C1F	6.12244897959184	7.74647887323944	12	6.12244897959184
1674E5F3C36944CD28DF6D565E8CB0A5	0	7.04225352112676	8	0
1676C062E078B40A1FAFC230ECAF2E7F	0	21.1267605633803	0	0
16EBF3DCFD9BE41122CD4EAF28239911	38.7755102040816	63.3802816901408	66	38.7755102040816
17454BE496DFD77AF9EB9043D7F21D4F	0	4.22535211267606	0	0
185D9923B75546732A8853FA86B172F0	2.04081632653061	36.6197183098592	2	2.04081632653061
186D152410B51E67CE3FB74C321A6B7E	2.04081632653061	18.3098591549296	2	2.04081632653061
1872955A9D3FF457C17E37B496E84B1B	0	33.8028169014084	0	0
188AB2AD7725BD04812CAA3C685FA550	2.04081632653061	7.74647887323944	2	2.04081632653061
18B1351122D2D378AB806B08E01F7328	81.6326530612245	66.1971830985916	86	81.6326530612245
18C673E8A046E7E5B77BDF3D6E89BDC7	0	35.2112676056338	0	0
190DDBE05BA32E654A75EC3D660B7896	0	0	0	0
1910B022019A1F50A36C8B2BF8600431	0	0	0	0
19A8CA76268E349BFC8C70BB6F627B46	24.4897959183673	42.2535211267606	34	24.4897959183673
19ABA87EF19C74B5435FFF39EE89ECC7	0	20.4225352112676	0	0
1A3AA23E196C84C25243733AF731DB9C	0	11.2676056338028	0	0
1A7647C4888E8F1B0353287DA688AE68	0	16.1971830985916	0	0
1ADD4875050F49AC76394EF80FAEF6FE	0	0	0	0
1B9D9820B50E2B7E10141ED13C9170A2	2.04081632653061	20.4225352112676	0	2.04081632653061
1BC546570A3F07C01712AB4703AB84F0	0	35.2112676056338	2	0
1BDA6F5F6B33275E9BAD02AD712FF1A6	0	21.1267605633803	2	0
1C04AB45A3CBE145313E213DF1389EE3	0	9.15492957746479	0	0
1C6D874964A92AF236E5DDE7BAC96742	16.3265306122449	29.5774647887324	2	16.3265306122449
1CC1F76D50318554FD4768BDF6883D95	0	22.5352112676056	0	0
1CF1928E4E051F74FCD7F1FBB739C62C	61.2244897959184	35.2112676056338	0	61.2244897959184
1DAD8D22ABD81FCB56CF7751BF1C0DDC	0	16.1971830985916	0	0
1E0DE0D58B9585A6DCAA6102659CF793	0	2.11267605633803	0	0
1E190F538BCACB6A6614B89F2879E763	2.04081632653061	19.7183098591549	0	2.04081632653061
1E1BD58DEB16FA5E8EAA0DA8377679AD	0	14.7887323943662	0	0
1E2CE01879F4F10DA7CC9562C1B1091D	63.265306122449	80.2816901408451	78	63.265306122449
1E90F23137D669DAD5605FAAC7EF3383	0	22.5352112676056	0	0
1ED8B4C26EF5AE17958AB8212DB6FFFE	0	4.92957746478873	0	0
1F0F3168BFD1A3FB3ADCE09A627F26BE	93.8775510204082	92.2535211267606	96	93.8775510204082
1F3A5AC4BF4D5C3568D80623C63BCE4A	69.3877551020408	70.4225352112676	66	69.3877551020408
1F680A548CF1308633267B619C6DCD3F	0	9.85915492957746	4	0
1F69B822D10A71963193DB9FA7A16AFF	0	19.7183098591549	0	0
1F7BCB1B066EB2195477A730115C2A30	2.04081632653061	19.0140845070423	46	2.04081632653061
1FC823A85B31CC2003F35EE68B3B9723	0	0	0	0
2082BDDA5C3CEB2CC8DBA541470ACD37	0	0	0	0
20A43C0A8E5A8FE1F3C5D2899EF0C242	0	9.85915492957746	0	0
210D8C7AF810E7566C6EAC3D2E7B84CA	0	3.52112676056338	0	0
21107D668CB01EF75AA7D2ECC49313BF	8.16326530612245	21.830985915493	0	8.16326530612245
21347D2605862D7944B75FACF414B498	75.5102040816327	87.3239436619718	72	75.5102040816327
2138FC74441017D6B2BC557AAD496F2D	0	0	0	0
21CA5E503ABF9EAA1413374A5940F629	0	12.6760563380282	0	0
2202F193E328C26EF8419F5A0A588E7E	10.2040816326531	32.3943661971831	12	10.2040816326531
22538D26383AAA2DE4A05BDE20468E10	0	2.11267605633803	0	0
22874C7C1D56B790511AFFFACFC03697	0	0	0	0
22D79892B4B55A48F3A7153E26CF9030	2.04081632653061	21.830985915493	2	2.04081632653061
22DB2731F6B1AEBEA7854815E2EBDD0A	8.16326530612245	31.6901408450704	10	8.16326530612245
22DEDE76BDDBB4291AFD5600CF71553A	30.6122448979592	43.6619718309859	42	30.6122448979592
23229E1ED732B4B7E2F54B2236AB1103	0	0	0	0
23350227AD23958F24AF91315FE509C4	18.3673469387755	44.3661971830986	20	18.3673469387755
2368609C43F544FACD69A0422AE60876	0	0	0	0
23A8D0197D7444C39605A6469AD0F51E	34.6938775510204	30.9859154929577	40	34.6938775510204
240A04BDEB9197FCD5F2C2BC73AF3100	14.2857142857143	5.63380281690141	22	14.2857142857143
2419BC62BC50213783C2FCEA09297973	0	0.704225352112676	0	0
24479BB3645FBF5B0808FF3CEF5D305E	0	33.8028169014084	0	0
246A3B734E0709386E4ECA0CC5D4013E	0	6.33802816901408	0	0
248169971F84E9E7DE557F57C6AE7EA8	16.3265306122449	61.2676056338028	16	16.3265306122449
248C8C74C176D9D0090DDFDAFF297E1D	61.2244897959184	91.5492957746479	88	61.2244897959184
24FDC007B07C458256D34E335E39A9E6	0	2.8169014084507	0	0
25027635E17E0FE7FA727467A27D5765	75.5102040816327	90.8450704225352	74	75.5102040816327
25179F771606540A5C73B3A81FDF3582	53.0612244897959	32.3943661971831	58	53.0612244897959
256D48C1ADDE4BAA1AA8372F532CB00A	0	0.704225352112676	0	0
25A4B2008150502DDCAC4585CD04B174	0	14.7887323943662	0	0
25D5B52A190EFA57DB33E3D2B72020CE	0	12.6760563380282	0	0
25E4A0F4AC74CDC100227C000F1DE120	0	9.85915492957746	0	0
25F0C2A0252BF384216E05ACCE30D0E9	0	0	0	0
261D580BE61AAFE85A3F836A830125EE	0	37.3239436619718	0	0
263C9C0401A30384E161D25BAE0169BC	16.3265306122449	30.2816901408451	12	16.3265306122449
26CAE50445340B59B12FAF8F25522793	0	17.6056338028169	0	0
26ECAD3F09F350340F06084E8A9518C7	0	3.52112676056338	0	0
275DF73B378CD84746482A0E5CEC76FB	2.04081632653061	2.8169014084507	0	2.04081632653061
27CF8470DE15055F3733E3EE6495495D	0	14.0845070422535	0	0
27E55733F06957DCF93E8DA2AF720DBA	0	32.3943661971831	0	0
2834AB70B1C238814AE648DBF2CDAD7D	10.2040816326531	31.6901408450704	8	10.2040816326531
284BA535B920FCF9D649CEB6A3F7A4A8	0	0	0	0
28664759AD6D26CE07D1AB3EFEEA80E2	0	19.7183098591549	0	0
287A278CCB4F2B3E8425B1420FECB361	0	16.9014084507042	0	0
28AA29947DCBD4DF388FF807F80A84FC	81.6326530612245	73.2394366197183	76	81.6326530612245
28F97E176CECF2A21C0AD9BB1F7574D1	2.04081632653061	14.7887323943662	4	2.04081632653061
290C7D6FCC39590B5D42C80C4EB3101A	40.8163265306122	33.0985915492958	32	40.8163265306122
296436C115132E6E2CC3F0D9D239731D	40.8163265306122	78.169014084507	60	40.8163265306122
2972C45D61F31AD7E1E5935F06F12C07	0	14.0845070422535	0	0
29B96691921BF23567CD04888F84D0FD	85.7142857142857	66.9014084507042	82	85.7142857142857
29E848C2CDA9E6D1817146236C1F7B1C	0	14.7887323943662	0	0
2A32606727CCC2167E1497F0132D0BB9	0	3.52112676056338	0	0
2A5BF6572F03DDE4C0A2F58E6F76D8FB	51.0204081632653	72.5352112676056	64	51.0204081632653
2A8353E521DCB7845D0B5F784BE84A1C	0	0	0	0
2AF552D41635C5851C1690662A44BEE7	0	0	0	0
2B143263D463765D5D05FF458462C2D8	0	3.52112676056338	2	0
2BD0AFC98F846769BAC6CF964F5497DC	6.12244897959184	56.3380281690141	6	6.12244897959184
2CE9EBA7406000DD1B343F194155BB3E	0	4.22535211267606	0	0
2CFF605D12053275CF15C5D82D2D9756	2.04081632653061	19.0140845070423	0	2.04081632653061
